510,30,700,10,570,90,700,0
510,30,700,20,570,90,700,0
510,30,700,30,570,90,700,0
510,30,700,40,570,90,700,0
510,30,700,50,570,90,700,0
510,30,700,60,570,90,700,0
510,30,700,70,570,90,700,0
510,30,700,80,570,90,700,0
510,30,700,90,570,90,700,0
510,30,700,100,570,90,700,0
510,30,700,110,570,90,700,0
510,30,700,120,570,90,700,0
510,30,700,130,570,90,700,0
510,30,700,140,570,90,700,0
510,30,700,150,570,90,700,0
510,30,700,160,570,90,700,0
510,30,700,170,570,90,700,0
510,30,700,180,570,90,700,0
510,30,700,190,570,90,700,0
510,30,700,200,570,90,700,0
510,30,700,210,570,90,700,0
510,30,700,220,570,90,700,0
510,30,700,230,570,90,700,0
510,30,700,240,570,90,700,0
510,30,700,250,570,90,700,0
510,30,700,260,570,90,700,0
510,30,700,270,570,90,700,0
510,30,700,280,570,90,700,0
510,30,700,290,570,90,700,0
510,30,700,300,570,90,700,0
510,30,700,310,570,90,700,0
510,30,700,320,570,90,700,0
510,30,700,330,570,90,700,0
510,30,700,340,570,90,700,0
510,30,700,350,570,90,700,0
510,30,700,360,570,90,700,0
510,30,700,370,570,90,700,0
510,30,700,380,570,90,700,0
510,30,700,390,570,90,700,0
510,30,700,400,570,90,700,0
510,30,700,410,570,90,700,0
