105,0,100,45,85,25,125,0
70,10,100,85,105,0,125,0
70,5,100,130,50,25,125,0
85,5,100,45,85,25,125,0
50,0,125,45,85,25,100,0
50,10,100,85,105,0,115,0
50,10,125,45,85,0,100,0
50,0,125,45,105,25,100,0
70,0,125,45,50,25,100,0
85,0,115,130,105,15,100,0
85,0,100,85,85,0,115,0
70,5,115,85,70,15,100,0
50,0,100,85,105,25,125,0
70,5,100,45,50,25,125,0
50,10,125,45,105,0,100,0
105,0,125,45,105,25,100,0
50,0,125,45,50,25,100,0
85,5,115,45,70,25,100,0
50,10,100,85,105,0,125,0
70,5,100,130,70,15,115,0
105,0,100,130,105,15,115,0
50,10,100,85,85,0,125,0
50,0,125,45,70,25,100,0
105,0,115,85,105,15,100,0
