610,180,885,0,730,0,700,305
730,0,885,0,485,60,700,610
365,180,885,0,485,30,700,915
610,180,885,0,610,30,700,305
610,180,700,0,365,0,885,305
730,0,790,0,365,60,700,610
610,0,700,0,365,60,885,305
730,180,700,0,365,0,885,305
365,180,700,0,485,0,885,305
730,90,700,0,610,0,790,915
610,0,790,0,610,0,700,610
485,90,700,0,485,30,790,610
730,180,885,0,365,0,700,610
365,180,885,0,485,30,700,305
730,0,700,0,365,60,885,305
730,180,700,0,730,0,885,305
365,180,700,0,365,0,885,305
485,180,700,0,610,30,790,305
730,0,885,0,365,60,700,610
485,90,790,0,485,30,700,915
730,90,790,0,730,0,700,915
610,0,885,0,365,60,700,610
485,180,700,0,365,0,885,305
730,90,700,0,730,0,790,610
