60,5,100,5,90,15,100,0
60,5,100,10,90,15,100,0
60,5,100,15,90,15,100,0
60,5,100,20,90,15,100,0
60,5,100,25,90,15,100,0
60,5,100,30,90,15,100,0
60,5,100,35,90,15,100,0
60,5,100,40,90,15,100,0
60,5,100,45,90,15,100,0
60,5,100,50,90,15,100,0
60,5,100,55,90,15,100,0
60,5,100,60,90,15,100,0
60,5,100,65,90,15,100,0
60,5,100,70,90,15,100,0
60,5,100,75,90,15,100,0
60,5,100,80,90,15,100,0
60,5,100,85,90,15,100,0
60,5,100,90,90,15,100,0
60,5,100,95,90,15,100,0
60,5,100,100,90,15,100,0
60,5,100,105,90,15,100,0
60,5,100,110,90,15,100,0
60,5,100,115,90,15,100,0
60,5,100,120,90,15,100,0
60,5,100,125,90,15,100,0
60,5,100,130,90,15,100,0
60,5,100,135,90,15,100,0
60,5,100,140,90,15,100,0
60,5,100,145,90,15,100,0
60,5,100,150,90,15,100,0
60,5,100,155,90,15,100,0
60,5,100,160,90,15,100,0
60,5,100,165,90,15,100,0
60,5,100,170,90,15,100,0
60,5,100,175,90,15,100,0
60,5,100,180,90,15,100,0
60,5,100,185,90,15,100,0
60,5,100,190,90,15,100,0
60,5,100,195,90,15,100,0
60,5,100,200,90,15,100,0
60,5,100,205,90,15,100,0
