315,0,300,130,260,80,380,0
210,25,300,260,315,0,380,0
210,15,300,390,155,80,380,0
260,15,300,130,260,80,380,0
155,0,380,130,260,80,300,0
155,25,300,260,315,0,340,0
155,25,380,130,260,0,300,0
155,0,380,130,315,80,300,0
210,0,380,130,155,80,300,0
260,0,340,390,315,40,300,0
260,0,300,260,260,0,340,0
210,15,340,260,210,40,300,0
155,0,300,260,315,80,380,0
210,15,300,130,155,80,380,0
155,25,380,130,315,0,300,0
315,0,380,130,315,80,300,0
155,0,380,130,155,80,300,0
260,15,340,130,210,80,300,0
155,25,300,260,315,0,380,0
210,15,300,390,210,40,340,0
315,0,300,390,315,40,340,0
155,25,300,260,260,0,380,0
155,0,380,130,210,80,300,0
315,0,340,260,315,40,300,0
