630,40,900,15,720,115,900,0
630,40,900,30,720,115,900,0
630,40,900,45,720,115,900,0
630,40,900,60,720,115,900,0
630,40,900,75,720,115,900,0
630,40,900,90,720,115,900,0
630,40,900,105,720,115,900,0
630,40,900,120,720,115,900,0
630,40,900,135,720,115,900,0
630,40,900,150,720,115,900,0
630,40,900,165,720,115,900,0
630,40,900,180,720,115,900,0
630,40,900,195,720,115,900,0
630,40,900,210,720,115,900,0
630,40,900,225,720,115,900,0
630,40,900,240,720,115,900,0
630,40,900,255,720,115,900,0
630,40,900,270,720,115,900,0
630,40,900,285,720,115,900,0
630,40,900,300,720,115,900,0
630,40,900,315,720,115,900,0
630,40,900,330,720,115,900,0
630,40,900,345,720,115,900,0
630,40,900,360,720,115,900,0
630,40,900,375,720,115,900,0
630,40,900,390,720,115,900,0
630,40,900,405,720,115,900,0
630,40,900,420,720,115,900,0
630,40,900,435,720,115,900,0
630,40,900,450,720,115,900,0
630,40,900,465,720,115,900,0
630,40,900,480,720,115,900,0
630,40,900,495,720,115,900,0
630,40,900,510,720,115,900,0
630,40,900,525,720,115,900,0
630,40,900,540,720,115,900,0
630,40,900,555,720,115,900,0
630,40,900,570,720,115,900,0
630,40,900,585,720,115,900,0
630,40,900,600,720,115,900,0
630,40,900,615,720,115,900,0
